lemma,part_of_speech,hyponyms
asiatic,noun,afghan;altaic;armenian;bangladeshi;bengali;bhutanese;burmese;byzantine;cambodian;chinese;coolie;east indian;eurasian;hindu;hmong;iberian;indian;indonesian;irani;iraqi;israeli;israelite;japanese;jordanian;kazakhstani;korean;kurd;kuwaiti;lao;lebanese;malay;malaysian;maldivian;mongoloid;nepalese;oriental;pakistani;parthian;sherpa;singaporean;sinhalese;sri lankan;syrian;taiwanese;tajik;thai;tibetan;timorese;trojan;turki;vietnamese
asphyxiated,verb,strangle
asphyxiating,verb,strangle
aspiring,verb,overshoot
asserted,verb,allege;predicate|assure;attest;claim;declare;hold;protest
asserting,verb,allege;predicate|assure;attest;claim;declare;hold;protest
assigned,verb,cast;cast;delegate;demote;devolve;mandate;mandate;place;place;post;promote;regiment;task;transfer|allocate;allow|accredit;anthropomorphize;blame;credit;impute;internalize;personify;project;reattribute;sensualize|dedicate;detail|repose|relegate
assimilating,verb,imbibe|acculturate
assistant,noun,accomplice;aide;attendant;bat boy;coadjutor;dental assistant;deputy;dresser;event planner;facilitator;flower girl;girl friday;hatchet man;instrument;labor coach;mannequin;model;paraprofessional;powder monkey;prompter;right-hand man;secretary;sidesman;subordinate;underboss;water boy;whipper-in
assisted,verb,avail;benefact;bootstrap;care;expedite;facilitate;help out;serve;subserve;succor|abet;protect|fag;valet
associate,noun,adjunct;affiliate;ally;bedfellow;collaborator;colleague;colleague;member;participant;shipmate;teammate|date;playmate;tovarich|associate in applied science;associate in arts;associate in nursing
associate,verb,correlate;free-associate;identify;interrelate;remember;think of|ally;company;go steady|walk
assorted,verb,ally;company;go steady|catalogue;count;dichotomize;grade;group;isolate;pigeonhole;reclassify;refer;size;unitize
assumed,verb,presuppose|resume|re-assume|face the music|annex;appropriate;hijack;preoccupy;raid|feint;play|hat;scarf;slip on;try on
assuming,verb,presuppose|resume|re-assume|face the music|annex;appropriate;hijack;preoccupy;raid|feint;play|hat;scarf;slip on;try on
assured,verb,doom;make|reassure|card;cinch;control;cover;cross-check;double-check;proofread;spot-check|contract;pledge;swear off;undertake
assuring,verb,doom;make|reassure|card;cinch;control;cover;cross-check;double-check;proofread;spot-check|contract;pledge;swear off;undertake
asteroid,noun,chiron
astonished,verb,dazzle
astonishing,verb,dazzle
astounded,verb,dazzle
astounding,verb,dazzle
astringent,noun,alum
ataractic,noun,major tranquilizer;minor tranquilizer
attached,verb,affix;affix;append;append;bell;bind;clip;couple;fasten;fasten;fixate;glue;harness;hinge;hitch;hook up;insert;limber;mount;nail;peg;pin down;ring;saddle;tag;tape;tether;yoke;yoke|leech onto|adhere;agglutinate;fasten;implant;spat|befriend;fixate|condemn;distrain;garnishee
attacking,verb,besiege;blitz;bombard;cannonade;counterattack;gas;invade;pepper;raid;storm;strafe;strike;submarine;torpedo|abuse;blister;bombard;claw;rip;rubbish;vitriol;whang|check;fork;harass;pin;tackle|bait;beset;blindside;bulldog;desecrate;jump;molest;rape;reassail;rush;savage;sic
attained,verb,average;begin;come to;compass;culminate;reach;score;wangle|break even;max out|access;bottom out;catch up;culminate;find;get through;ground;make;scale;summit;top;top out
attempted,verb,endeavor;fight;gamble;give it a whirl;grope;have a go;risk;take a dare
attendant,noun,baggageman;batman;bellboy;bridesmaid;caddie;checker;companion;courtier;cupbearer;equerry;escort;esquire;famulus;gillie;groomsman;lifeguard;linkboy;loader;matron of honor;orderly;orderly;page;page;racker;rocker;second;servitor;squire;squire;steward;stretcher-bearer;trainbearer;waker|conventioneer;partygoer;symposiast|associate;background
attended,verb,sit in;worship|minister;tend|fag;valet|fixate
attenuate,verb,refine
attenuated,verb,refine
attested,verb,authenticate;condemn;notarize;reflect;reflect|vouch
attic,noun,cockloft;hayloft
attired,verb,bedizen;enrobe;prank;preen;tart up
australian,noun,aborigine|dyirbal;walbiri
australopithecine,noun,australopithecus afarensis;australopithecus africanus;australopithecus boisei;australopithecus robustus;paranthropus;zinjanthropus
austronesian,noun,nauruan;polynesian|australian;formosan;malayo-polynesian
authenticated,verb,prove
authorised,verb,entitle;sanction|approbate;approve;certificate;commission;declare;license;validate
authoritarian,noun,big brother;martinet
authorized,verb,approbate;approve;certificate;commission;declare;license;validate|entitle;sanction
automated,verb,semi-automatize
automatic,noun,assault rifle;browning automatic rifle
auxiliary,noun,nursing aide
avenged,verb,get even
average,noun,age norm;mean;median;mode|batting average;fielding average
avowed,verb,assure;attest;claim;declare;hold;protest
awaited,verb,anticipate;expect;hang on;look forward;look to
awakened,verb,bring to;call;reawaken
awed,verb,overawe
awing,verb,overawe
babylonian,noun,sumerian
back,noun,stern;tail|flanker back;quarterback;running back;tailback;wingback|chine;notochord|half binding;three-quarter binding|cantle;ladder-back|fullback;halfback;linebacker;quarterback;tailback;wingback
back,verb,champion;guarantee|back out|ante;parlay
backed,verb,champion;guarantee|back out|ante;parlay
backhand,noun,two-handed backhand
bad,noun,evil;inadvisability;liability;undesirability;unsoundness;unworthiness;worse
baffled,verb,elude;riddle;stump|dash;disappoint;ruin;short-circuit
baffling,verb,elude;riddle;stump|dash;disappoint;ruin;short-circuit
baked,verb,fire;ovenbake;shirr
baking,noun,shirring
baking,verb,fire;ovenbake;shirr
balanced,verb,cancel;compensate;complement;offset;trim|juggle
baltic,noun,latvian;lithuanian;old prussian
bandaged,verb,ligate
bandy,verb,shuttlecock
banging,verb,fornicate;take
banned,verb,embargo|rusticate
banner,noun,oriflamme
bantu,noun,herero;hutu;luba;shona;sotho;tswana;tutsi|chichewa;chimwini;chishona;fang;gikuyu;giriama;herero;kamba;kichaga;kinyarwanda;kiswahili;kongo;luba;luganda;luyia;mashi;mwera;nguni;nyamwezi;pokomo;shona;sotho;swahili;tonga;umbundu
barbarian,noun,cannibal;headhunter;hunter-gatherer;vandal
bare,verb,air;bulletin;circulate;hype;publish|burn off;defoliate
bared,verb,air;bulletin;circulate;hype;publish|burn off;defoliate|close;shut off|spike
barred,verb,close;shut off|spike
barren,noun,heath
barricaded,verb,close;shut off
base,noun,air base;army base;firebase;navy base;rocket base|bed;raft foundation|first base;home plate;second base;third base|price floor;wage floor|meat and potatoes|brass monkey;staddle;trivet;trivet|adenosine diphosphate;adenosine monophosphate;adenosine triphosphate;base pair;deoxyadenosine monophosphate;deoxycytidine monophosphate;deoxyguanosine monophosphate;deoxythymidine monophosphate;muton;uracil|imidazole;melamine;purine;purine;pyridine;pyrimidine
base,verb,build
based,verb,build
bass,noun,figured bass;ground bass|striped bass|largemouth bass;smallmouth bass|basso profundo|bass fiddle;bass guitar;bass horn;bombardon|freshwater bass
bated,verb,switch-hit
batrachian,noun,barking frog;crapaud;eastern narrow-mouthed toad;fire-bellied toad;leptodactylid frog;liopelma hamiltoni;midwife toad;obstetrical toad;robber frog;sheep frog;south american poison toad;spadefoot;tailed frog;tongueless frog;tree frog;tree toad;true frog;true toad;western narrow-mouthed toad
bats,noun,carnivorous bat;fruit bat|baseball bat;paddle
bats,verb,switch-hit
bay,noun,bight;guantanamo bay|carrel
beaming,verb,beacon;beat down;blaze;burn;flare;flicker;glare;outshine;shimmer;twinkle|interrogate;rerun;satellite;sportscast;telecast
bearing,noun,tack|dignity|awkwardness;gracefulness;slouch;walk|annulet;chevron;fleur-de-lis;ordinary|ball bearing;fifth wheel;journal bearing;thrust bearing
bearing,verb,carry|calve;cub;drop;farrow;fawn;foal;have a bun in the oven;kitten;lamb;litter;twin;whelp|accept;bear up;pay;sit out;stand for;take a joke;take lying down|frogmarch|crop;fruit;overbear;seed;spin off|face the music|enclose;retain|net;pay off|assert;deal;fluster;pose;walk around|behave;piggyback;poise;sling;stoop
beat,noun,diastole;systole;throb|backbeat;downbeat;syncopation;upbeat|catalexis;common measure;metrical foot;scansion
beat,verb,cheat;checkmate;cream;eliminate;get the best;get the jump;immobilize;outdo;outfight;outplay;outpoint;overcome;overpower;spread-eagle;surpass;walk over;whomp;worst|belabour;cane;clobber;flog;knock cold;pistol-whip;rough up;soak;spank;strong-arm;thrash|bastinado;beat;beetle;deck;full;hammer;paste;thrash;whang|flap;palpitate;pulsate;thrash|forge|bate;clap;flutter|cream;whisk|clap;flail|beat out|elude;riddle;stump|frazzle;kill;play
beaten,verb,cheat;checkmate;cream;eliminate;get the best;get the jump;immobilize;outdo;outfight;outplay;outpoint;overcome;overpower;spread-eagle;surpass;walk over;whomp;worst|belabour;cane;clobber;flog;knock cold;pistol-whip;rough up;soak;spank;strong-arm;thrash|bastinado;beat;beetle;deck;full;hammer;paste;thrash;whang|flap;palpitate;pulsate;thrash|forge|bate;clap;flutter|cream;whisk|clap;flail|beat out|elude;riddle;stump|frazzle;kill;play
becoming,verb,break;run;settle;sober up;sober up;take;take effect;work|come;nucleate;reduce;suffocate|arise;form;make;occur;originate;root
bedded,verb,bunk|fornicate;take|bed down
beetle,noun,asian longhorned beetle;bark beetle;blister beetle;carpet beetle;clerid beetle;deathwatch beetle;elaterid beetle;firefly;ground beetle;ladybug;lamellicorn beetle;leaf beetle;long-horned beetle;rove beetle;tiger beetle;water beetle;weevil;whirligig beetle|carpenter's mallet;gavel
befogged,verb,overshadow
befuddled,verb,demoralize;disorient;perplex
beginning,noun,casus belli;creation;emergence;emergence;genesis;ground floor;origin;start|birth;incipiency;terminus a quo;threshold|birthplace;derivation;fountainhead;headwater;home;jumping-off place;point source;spring;trail head;wellhead|activation;attack;constitution;face-off;first step;groundbreaking;housing start;icebreaker;inauguration;initiation;installation;introduction;jump ball;kickoff;resumption;scrum;springboard;startup
beginning,verb,attack;auspicate;break in;come on;embark;fall;get cracking;get to;jump off;plunge;recommence;strike out|break out;bud;dawn;erupt;originate;set in|inaugurate;jumpstart;recommence;set off;start
begrimed,verb,blemish;crock;foul;mire;muddy;pollute;slime;smear;splash
beguiled,verb,hold;work
beguiling,verb,hold;work
beheaded,verb,guillotine
belgian,noun,fleming;walloon
belittled,verb,talk down|deprecate;discredit;minimize;pan
belittling,verb,talk down|deprecate;discredit;minimize;pan
belligerent,noun,boxer;brawler;butter;defender;fencer;gladiator;gouger;hell-kite;mauler;skirmisher;street fighter;victor;wrestler
bended,verb,arch;crook;crouch;curl up;double over;fawn;incurvate;lean;retroflex|convolve;crank;gnarl;incurvate;indent|huddle;squinch
beneficiary,noun,co-beneficiary;devisee;legatee;pensioner
bent,noun,cloud grass;creeping bent;velvet bent
bent,verb,arch;crook;crouch;curl up;double over;fawn;incurvate;lean;retroflex|convolve;crank;gnarl;incurvate;indent|huddle;squinch
berried,verb,blackberry
besieged,verb,blockade;ebb
bespoke,verb,bode;mark|appeal;apply;ask;ask out;beg;call;challenge;claim;claim;demand;demand;desire;encore;excuse;invite;invite;invite;order;petition;reserve;reserve;solicit;supplicate
bespoken,verb,bode;mark|appeal;apply;ask;ask out;beg;call;challenge;claim;claim;demand;demand;desire;encore;excuse;invite;invite;invite;order;petition;reserve;reserve;solicit;supplicate
best,verb,outmaneuver
betrothed,noun,fiance;fiancee
better,noun,caller;taker
better,verb,advance;build;build up;condition;educate;emend;enhance;enrich;fancify;fructify;help;help;iron out;perfect;polish;purify;raise;reform;reform;regenerate;relieve;repair;turn around;upgrade;upgrade|fructify;get well;heal;mend;recuperate;reform;surge;turn around;upgrade
bettering,verb,advance;build;build up;condition;educate;emend;enhance;enrich;fancify;fructify;help;help;iron out;perfect;polish;purify;raise;reform;reform;regenerate;relieve;repair;turn around;upgrade;upgrade|fructify;get well;heal;mend;recuperate;reform;surge;turn around;upgrade
betting,verb,bet on;play;raise;see
bewildered,verb,elude;riddle;stump
bewitched,verb,hold;work|spell;voodoo
bewitching,verb,hold;work|spell;voodoo
bias,noun,experimenter bias;homophobia;irrational hostility;islamophobia;racism;taboo;tendentiousness
bias,verb,handicap|slant
biased,verb,handicap|slant
bibless,noun,family bible
billed,verb,assess;invoice;levy;surcharge;tithe;undercharge
billion,noun,milliard
billowing,verb,cloud|reflate
binding,noun,half binding;three-quarter binding
binding,verb,bind|befriend;fixate|cement;gird;swaddle|chain up;faggot;faggot;hog-tie|article;indenture;pledge;tie down|rebind|band;cord;gag;knot;lace;lash;lash together;loop;retie;rope;strap;tie up;truss|ligate|obstipate
birch,noun,american white birch;black birch;downy birch;grey birch;newfoundland dwarf birch;silver birch;swamp birch;sweet birch;yellow birch;yukon white birch
bisexual,noun,hermaphrodite;pseudohermaphrodite;switch-hitter
biting,verb,gnaw;nibble;nibble;nip;snap;snap at|nettle
bitter,noun,acerbity;acridity
bivalve,noun,ark shell;blood clam;clam;cockle;mussel;oyster;piddock;scallop
black,noun,coal black|black man;black woman;colored person;darky;negress;nigger;pickaninny;tom
black and white,noun,code;correspondence;prescription;prescription;print;reading;transcription;writing;writing;writing
blackened,verb,singe
blame,noun,self-incrimination
blanket,noun,afghan;electric blanket;mackinaw;manta;security blanket
blaring,verb,tootle
blasted,verb,crump|blaze away;gun;open fire;overshoot;pump;sharpshoot
blasting,verb,crump|blaze away;gun;open fire;overshoot;pump;sharpshoot
bleached,verb,peroxide
blemished,verb,maul;scar
blended,verb,commingle|absorb;accrete;admix;alloy;blend in;conjugate;gauge;melt;syncretize
blessed,verb,anoint|reconsecrate
blest,verb,anoint|reconsecrate
blind,noun,curtain;shutter;window blind;winker
blind,verb,dazzle;seel;snow-blind|abacinate
blinded,verb,dazzle;seel;snow-blind|abacinate
blinding,verb,dazzle;seel;snow-blind|abacinate
blinking,noun,palpebration
blinking,verb,bat;palpebrate|flicker
blockaded,verb,bottleneck;check;filibuster;hang;stonewall|close;shut off
blockading,verb,bottleneck;check;filibuster;hang;stonewall|close;shut off
blocked,verb,close;shut off|bottleneck;check;filibuster;hang;stonewall|embargo;stay|barrage jam;blanket jam;point jam;spot jam|barricade;barricade;barricade;blockade;clog;dam;land up;screen;suffocate;tie up|slip
blond,noun,peroxide blond;platinum blond;towhead
blonde,noun,peroxide blond;platinum blond;towhead
blooming,verb,effloresce
blown,verb,insufflate;pant;puff|bluster;breeze;set in;squall;storm;waft|stream;tide;waft|burn|blast|whiff|gloat;puff
blue,noun,azure;dark blue;greenish blue;powder blue;prussian blue;purplish blue;steel blue;ultramarine|union army
bluish green,noun,cyan
blunt,verb,dampen;obtund;petrify
blunted,verb,dampen;obtund;petrify
blurred,verb,muddy|dust;resmudge|obliterate
blustering,verb,gloat;puff
bohemian,noun,gitana;gitano
boiled,verb,boil over|overboil;simmer|decoct|seethe|bubble over;ferment;sizzle
bone,noun,anklebone;bare bone;calvaria;cannon bone;carpal bone;cartilage bone;centrum;cheekbone;clavicle;coccyx;cranium;cuboid bone;dentine;ethmoid;fishbone;furcula;gladiolus;heelbone;hipbone;hyoid;ilium;ischium;jaw;lacrimal bone;long bone;manubrium;marrowbone;membrane bone;metacarpal;metatarsal;modiolus;nasal;occiput;ossicle;palatine;pastern;phalanx;pubis;ramus;rib;round bone;sacrum;scapula;sesamoid bone;short bone;sinciput;skull;sphenoid bone;splint bone;sternum;tarsal;temporal bone;tooth;turbinate bone;tympanic bone;vertebra;vomer;wormian bone;xiphoid process;zygoma
booked,verb,keep open|ticket
booming,verb,luxuriate;revive
boon,noun,mercy
bootlicking,verb,curry favor
bordered,verb,cloister;cloister;enclose;fringe;girdle;hem in|shore;skirt;verge|neighbor
borderline,noun,circumference;fence line;property line;state line
bored,verb,counter-drill;spud;trepan
boring,verb,counter-drill;spud;trepan
born,verb,carry|calve;cub;drop;farrow;fawn;foal;have a bun in the oven;kitten;lamb;litter;twin;whelp|accept;bear up;pay;sit out;stand for;take a joke;take lying down|frogmarch|crop;fruit;overbear;seed;spin off|face the music|enclose;retain|net;pay off|assert;deal;fluster;pose;walk around|behave;piggyback;poise;sling;stoop
